x,y
74.2,16.0683
75.0537,16.5891
5.32033,1.92036
42.9736,12.4876
34.9941,67.9575
16.7411,42.4792
34.4186,68.7753
54.8174,70.3526
14.7914,55.6718
55.7521,69.997
73.5436,19.1856
20.2787,30.5369
33.8864,69.622
56.8318,12.9732
33.6096,70.5829
13.8323,55.9548
55.4336,12.123
55.9242,11.2516
32.8295,71.2085
72.9205,19.9677
32.6726,72.1961
31.9081,72.8408
37.0627,55.3047
73.16,20.9386
75.7084,15.8332
76.6165,15.4145
73.6862,21.789
29.5548,13.7691
31.6523,73.8075
52.3991,71.6824
37.7614,16.3819
74.2735,22.5984
13.0049,56.5165
73.8359,23.4976
52.8605,72.5696
56.7314,70.1995
57.5366,70.7924
25.9245,53.5296
76.5769,14.4153
58.211,70.0541
31.9957,74.7467
59.156,69.7268
77.4435,13.9163
74.5424,24.2053
75.5033,24.4821
53.2618,73.4856
60.1111,69.4308
37.8502,54.6884
78.3668,13.5323
17.9906,25.8372
24.4905,18.0613
31.1069,75.2049
44.4772,67.7121
30.3625,13.1795
30.7378,73.403
30.4029,75.9151
30.7581,76.8499
12.3798,33.6329
42.9198,11.489
56.5762,10.4934
74.0675,25.0854
61.0947,69.2502
43.4011,10.6124
62.0945,69.2712
30.5186,77.8208
19.994,9.39907
63.001,68.849
13.6966,20.6034
15.175,56.5953
18.7968,25.2455
12.0825,56.9026
32.6257,60.9796
63.7451,16.1605
11.4895,33.1776
53.41,74.4745
79.149,12.9093
63.9185,69.2466
73.0839,25.266
43.7142,9.6627
38.7434,54.2388
53.8824,75.3559
64.2011,70.2059
53.6862,76.3365
11.1919,56.4476
16.9483,11.2098
43.3903,8.7166
13.1568,34.6416
4.17534,8.88876
29.738,73.381
30.8538,78.7629
29.5461,78.0538
24.9802,53.8586
65.0238,70.7744
38.8106,53.2411
54.0686,77.2605
32.7415,61.9729
52.7585,76.7097
65.9611,70.426
31.3922,79.6056
72.8541,26.2392
28.6465,78.4905
17.3483,44.9868
79.8741,13.5979
31.0738,80.5535
52.5872,65.4515
32.3856,79.4914
66.5484,71.2354
70.6185,15.5128
56.2105,13.9658
66.9734,72.1406
67.3795,70.6794
20.3405,29.5388
53.8882,78.244
67.8819,69.8147
67.4636,73.0123
10.5454,57.2105
11.8173,34.1224
50.1735,66.8217
68.1884,73.7012
7.68025,11.5474
68.3216,74.6923
15.8549,42.016
68.8806,69.7652
53.8853,79.244
16.7102,28.3178
79.6392,12.0377
80.1406,11.1724
81.1335,11.0535
69.8805,69.7817
27.8575,79.1049
31.3578,13.083
31.5635,81.4254
77.2223,16.2101
69.0254,75.4027
63.1808,67.8653
70.8554,69.5592
18.8051,38.4946
72.1065,26.9034
71.8303,27.8645
39.6591,52.712
51.7694,76.857
69.933,75.8227
26.9786,79.5819
6.91408,12.19
31.5696,79.6851
42.4386,8.40955
64.4264,71.5764
21.3613,37.1745
71.1875,68.6159
6.42802,13.064
71.9684,67.9914
70.9126,76.0235
71.825,76.4328
57.3355,9.84265
72.0472,66.9945
51.0447,76.1679
68.5418,76.278
56.9828,8.90689
80.7811,14.0192
43.6836,7.76058
81.6029,14.5889
72.4953,77.1749
53.1305,79.9
43.8261,6.77078
72.9984,78.0391
72.3368,66.0373
52.3008,64.4934
73.8404,78.5787
31.7378,73.4005
33.0567,78.75
21.2214,30.8704
5.57814,13.5909
10.1822,58.1422
73.3265,66.1809
19.5881,24.6341
9.4585,58.8324
26.8448,80.5729
57.4357,8.01532
32.501,81.7736
74.7809,78.9183
26.0567,81.1884
64.5775,15.6064
25.4431,81.9781
9.21137,59.8014
70.6209,14.5128
53.531,65.121
75.6644,79.3867
76.6469,79.2004
43.9357,12.76
58.1788,7.3461
24.8575,82.7886
37.7592,53.6925
33.2216,82.4669
32.9604,83.4323
36.9601,53.0914
77.336,79.9252
75.1548,80.2471
82.5916,14.7388
8.93728,60.7631
78.1074,80.5614
6.3998,3.09399
79.1012,80.6732
76.9593,78.2505
14.3299,19.2259
33.4022,84.3294
28.8096,73.0094
44.1729,5.83284
53.2357,17.4089
83.4742,14.2687
67.5742,76.5303
28.4201,72.0884
67.1945,77.4554
63.4292,71.6513
82.0299,10.6102
80.0719,80.9135
80.9406,80.4181
58.2022,6.34637
84.3376,14.7734
9.39963,61.6498
8.48325,58.6113
72.5086,65.0522
73.2352,64.3652
33.9436,85.1702
23.8581,82.8245
27.4289,71.9556
67.59,78.3739
39.5596,54.8167
34.0535,78.6699
14.4398,7.25293
82.0745,9.61123
20.1178,23.7859
81.509,79.5954
82.2732,78.9504
32.0789,62.7219
8.75687,62.4158
59.0479,7.84078
53.0982,78.9005
76.3394,23.9336
73.5308,63.4099
26.9839,72.8511
20.1795,8.41643
73.4285,24.3272
63.017,66.8788
74.5174,63.2464
81.693,81.0768
79.4957,10.4082
58.8506,5.58508
80.195,81.9058
8.46685,63.3728
21.8277,40.3677
80.4475,82.8734
73.0668,62.524
62.8348,65.8955
22.9506,83.2445
26.8413,71.1465
26.2576,70.3345
22.0299,83.6349
82.7689,78.0819
16.6508,29.3161
21.4079,84.4179
35.0119,78.9554
85.3376,14.78
59.4115,4.75723
79.7926,83.6292
40.9695,62.2918
82.2701,8.63055
14.8841,42.256
61.521,16.3773
51.9731,63.5486
7.91767,64.2086
20.4823,10.8705
59.9924,7.51236
83.7408,77.8466
43.3771,5.22725
69.1641,70.7242
75.4433,62.8687
62.5536,64.9359
20.9717,7.80609
21.913,8.14348
10.8387,34.328
53.2262,71.0146
52.8216,80.8511
6.96904,2.27182
44.2876,11.0753
71.4052,66.4007
21.7998,31.6862
78.6123,9.93939
10.4687,10.247
20.4524,84.123
80.2297,84.5286
42.0087,65.5558
22.672,7.49234
30.7293,53.1543
7.91167,57.7907
62.8242,16.5503
86.2873,15.0931
19.6355,84.6998
6.72079,14.0201
15.6679,29.4999
52.2425,81.6663
37.0291,58.7523
35.9961,79.132
30.1259,79.4486
40.5116,55.1227
83.2899,76.9541
18.7968,85.2444
32.9466,74.4372
12.8472,21.1311
80.9822,85.1873
67.5436,79.3728
86.7403,14.2016
34.6357,85.892
24.7021,54.8192
25.3401,70.7325
51.0204,63.2448
25.7275,49.4158
7.38013,65.0518
47.1615,69.5155
86.7182,15.9955
45.1289,5.53958
19.9565,83.2546
7.63425,66.019
24.6309,71.4374
60.8591,8.01116
83.2515,8.82231
5.79391,8.08299
77.8908,16.9539
87.4594,13.5068
60.1747,4.11101
79.4895,85.2009
48.4858,16.1893
34.8712,69.7958
88.4549,13.4119
89.1647,12.7075
82.3099,15.6983
75.7442,61.9151
31.1785,63.1569
72.4343,24.2199
72.5432,61.6721
41.196,61.3178
57.4717,5.66345
81.7504,85.8274
50.9656,62.2463
23.2835,6.70113
72.5645,61.6594
70.7072,70.3443
74.2912,66.4443
75.6549,60.9191
76.5135,60.4063
3.85269,9.83528
24.0025,55.5337
35.4507,86.4714
82.9538,10.9928
77.9517,9.18867
30.924,82.1942
77.4868,60.1769
78.4696,59.9922
19.2491,51.5456
34.8761,87.2898
20.8236,6.81712
56.503,5.41492
62.298,63.9691
19.0751,82.7822
15.0634,57.5891
79.1154,86.1283
71.895,18.5819
20.1064,52.0604
77.2227,59.2124
78.0438,8.19292
36.154,64.4954
23.2708,84.1918
76.727,58.344
79.2294,87.1218
90.0797,13.1112
88.6952,14.3826
90.693,12.3213
71.6274,70.7358
7.35925,56.9572
87.2244,16.8579
90.5326,11.3343
75.0042,65.7432
62.3927,62.9736
78.6748,87.9539
17.4448,34.6789
19.2343,40.929
18.8383,86.2436
82.3985,86.589
77.4292,57.6321
31.9671,83.5473
84.0266,76.2779
23.9686,72.1867
19.3458,26.0813
45.2546,10.8207
77.7861,7.2267
77.2389,56.6504
17.8962,86.5787
82.2674,16.6974
42.452,4.84757
14.5622,24.774
17.0126,87.047
77.3933,55.6624
52.7063,77.2065
7.48496,67.0078
6.54113,67.3382
76.6741,54.9676
78.7494,6.95824
72.1309,60.7582
13.9592,42.6361
3.62652,7.75547
36.3888,86.1249
26.2381,71.9441
83.3982,86.6161
32.2229,75.1272
19.1273,12.0315
22.9766,72.0606
87.5158,17.8145
75.8435,54.4106
9.83964,34.3718
84.3889,86.752
41.1686,64.9077
13.3252,43.4095
51.3259,61.3135
32.3829,83.0116
21.7726,18.4909
20.7745,18.5538
7.21352,55.9678
88.1148,18.6153
61.6643,8.60414
79.4099,59.6518
84.9234,87.5971
90.6239,10.3384
33.7533,86.3625
84.9669,75.9376
23.8794,56.5261
80.2929,79.6563
8.43467,12.2038
33.5006,81.7467
26.4486,48.7231
77.8691,88.5462
52.0458,62.0076
52.0027,82.6372
12.3252,43.408
84.9063,88.597
43.3626,17.7465
88.3814,19.5791
65.4884,16.0192
78.2871,55.214
91.4178,9.73046
61.8316,62.1458
35.1264,88.258
37.2777,85.6669
30.7326,73.4148
34.3796,88.923
71.796,77.8897
63.5182,64.6722
74.9898,53.8899
62.0221,9.53796
74.2479,53.2193
41.8915,60.5993
81.3651,8.20509
75.599,78.3889
54.4248,71.2723
85.2748,13.782
6.02206,68.1929
8.961,34.8493
32.1056,13.7469
16.1582,87.5666
35.4324,70.6234
56.26,4.44492
22.6753,18.0607
15.288,88.0593
62.3132,61.2694
92.3806,10.0006
88.6847,20.532
70.4456,13.5283
52.1246,79.129
85.9056,88.6341
51.5723,60.3443
85.9577,75.8023
76.7975,7.07594
62.4821,10.4259
88.323,21.4643
32.9522,13.2146
22.506,82.3488
52.2002,59.566
19.8877,51.0703
86.6061,89.3477
80.3874,59.8626
8.17827,35.4716
41.8493,4.04959
33.6027,89.5526
76.9538,88.9489
41.4524,55.4615
19.5252,81.8892
67.6902,68.8333
14.394,88.5073
49.4077,68.9522
44.1316,68.6505
18.6434,35.7613
62.5753,8.19159
86.7595,75.2046
69.4789,74.9317
87.322,90.0459
19.1405,80.9662
88.279,22.4633
52.9164,58.8681
5.70973,69.1429
42.4514,55.5079
36.113,88.4215
24.8206,56.864
23.4844,85.1688
56.9879,11.4048
87.1231,91.0259
52.8577,83.1557
90.4745,14.0299
11.9839,21.6358
88.961,23.1947
62.6613,60.332
87.1956,74.3047
25.0201,57.8439
22.6773,51.0474
19.8516,47.8478
38.0951,85.0908
76.2708,89.6794
89.6868,23.8826
24.4718,81.7402
19.496,80.0315
63.4793,10.5003
88.1673,74.5406
27.1169,47.9791
7.31768,34.9624
74.6782,67.3663
81.272,60.329
37.7728,15.382
88.8364,73.7974
74.1359,20.7202
14.457,89.5053
73.2978,53.5313
52.571,71.7701
66.195,77.4235
52.9803,84.1482
82.1196,59.7983
90.4135,24.5695
87.6827,91.8546
62.0173,66.9053
72.4083,53.0745
24.219,6.34776
51.0164,82.4721
30.3928,16.6528
41.4833,8.114
53.1221,85.1381
78.0517,17.9408
11.0501,21.9936
52.9494,86.123
27.0324,69.7024
38.8408,85.757
33.5445,12.4089
40.5882,65.7221
14.3922,6.25407
88.8387,75.2817
63.6896,69.3466
60.5909,3.20177
76.9575,14.4745
83.0158,59.3548
35.0579,60.2606
90.1262,25.5274
38.9251,60.4145
81.4712,61.309
60.8975,62.5028
33.9983,90.4711
10.0745,22.213
75.5504,90.3729
11.2182,32.2151
88.2924,89.8042
39.6148,86.3902
36.9954,79.1704
18.0659,35.4626
63.1662,59.4688
83.755,58.6813
21.1051,23.945
74.8289,81.1925
88.0639,12.4915
79.0082,17.6493
66.603,79.7124
34.7509,91.1295
21.2459,10.2248
90.6895,26.3536
35.6682,91.5277
18.6444,84.8325
83.5099,60.2242
88.9522,76.2753
71.5795,53.6341
37.8798,65.5059
7.03514,63.7383
89.6002,77.0369
37.9686,78.9403
89.4755,22.3372
84.6673,58.2718
6.40938,35.3807
53.9233,86.35
38.1194,77.9517
71.9938,23.3221
17.8376,26.9137
79.2632,55.4314
90.0534,77.9283
18.0752,82.7947
61.7204,59.9934
62.8962,58.5059
80.238,55.6543
13.4587,88.1534
85.5881,57.8818
8.31454,36.4623
89.6205,73.1768
36.2179,92.3631
65.1986,77.339
6.48324,55.2847
50.0632,82.7747
8.17892,37.4531
21.0937,28.8809
82.6479,81.3737
75.9793,65.9648
38.0882,84.0908
37.864,59.5389
33.2497,91.1342
76.4956,65.1084
91.1898,27.2195
53.1245,57.89
81.6901,7.25938
32.2641,91.303
36.8112,93.1681
15.4958,58.4907
24.6071,5.42614
44.269,5.67946
67.9357,80.2927
88.8455,20.4649
13.8084,25.431
79.942,84.618
63.0258,7.29885
71.1302,78.6359
77.6525,12.8325
10.5974,33.6294
54.421,87.2173
34.4357,88.9811
85.8808,74.7272
82.4167,6.57231
34.54,12.3132
5.64198,70.1406
22.0073,72.3063
62.2792,6.63366
90.5838,73.4453
32.7523,73.3768
54.7989,88.1431
19.952,14.3205
25.6841,83.3514
8.67479,11.233
55.2523,89.0345
14.5296,90.5027
9.26258,21.6291
73.5792,23.9362
31.4202,84.3845
10.0371,62.4202
59.7169,68.5119
13.7873,91.1728
11.919,44.3218
60.8562,59.4902
67.8822,81.2912
39.0291,77.5364
88.4205,92.5296
70.6203,12.5436
91.0498,77.8426
32.942,69.2932
8.3209,21.9656
5.92832,34.504
9.17413,12.877
91.3358,72.7861
80.8757,54.884
12.7874,91.1869
54.4594,89.6439
16.4867,58.6256
39.8553,78.0997
17.9937,9.67631
64.1609,59.5717
84.492,60.4126
60.4281,58.5865
72.4993,54.0265
40.8587,3.91238
21.9677,36.3794
22.0433,28.5676
41.2309,62.3172
8.42656,22.96
15.8902,17.2272
15.3886,59.485
10.5074,35.2715
22.3442,51.9903
14.6271,41.2895
64.2487,77.6517
86.3893,57.2834
39.2619,59.0077
3.95684,10.8298
13.0491,35.6358
13.9881,35.1975
70.9642,52.8458
78.9272,5.97418
11.8387,90.8708
27.5159,17.7517
7.54174,38.2238
80.6465,15.0101
78.3797,5.1374
74.5551,90.47
77.0054,8.86539
5.26733,71.0677
19.1206,13.7647
18.5306,33.0586
53.5918,90.141
76.7729,12.3568
33.8988,55.4502
14.3448,36.1317
53.2464,56.8975
90.498,27.9415
62.0792,60.9268
51.6871,80.8348
16.36,50.6376
83.9476,88.3123
25.9553,58.198
87.3522,57.5533
14.0787,13.3131
88.3338,57.362
53.7622,56.0407
6.57261,38.4703
85.1167,61.1934
7.47064,23.2537
89.0159,56.6308
6.43808,54.2857
83.2309,5.99181
55.4116,3.91546
53.3474,91.1107
81.3788,62.3047
91.8558,78.4345
24.8489,7.12447
91.3936,24.3709
62.9921,57.5105
76.9629,65.7842
86.0293,61.6023
31.317,90.982
88.7027,23.7047
37.7324,93.5573
76.1164,14.9203
25.7777,59.1821
18.7069,79.4172
65.6344,71.6413
75.9637,6.52387
7.24451,53.6944
63.8087,6.67664
35.4891,93.0477
11.1262,31.2194
21.1341,72.7937
76.9368,90.4253
43.2624,69.145
58.3577,70.2216
62.8371,56.5226
92.6951,9.05137
42.6671,69.9485
21.4867,71.4525
45.3824,4.57224
9.08485,20.645
5.10932,14.4742
71.8395,71.7131
19.9046,6.42277
35.2709,85.1197
4.81057,15.4286
16.8779,45.8693
83.731,10.3637
77.6301,66.5291
91.4582,14.2097
7.5756,39.2232
15.0618,16.6671
89.4731,55.7414
36.4997,57.904
85.0745,74.1357
40.5959,86.5835
87.2858,22.5792
32.2029,74.2124
62.4361,55.6065
21.9501,42.8546
58.1534,71.5796
42.2182,62.1584
53.8638,55.0459
4.71146,69.0841
65.0949,59.9288
88.2938,93.5216
91.0101,78.9682
4.7971,71.9503
19.6687,86.8008
5.46386,54.0601
61.3685,63.0321
4.5502,72.9193
6.54415,62.8671
54.711,74.796
11.0058,91.4241
36.1163,54.9815
24.0006,15.4363
93.6225,9.42545
14.9792,90.3581
86.7053,62.3393
18.3823,27.249
3.9455,15.9302
8.36752,20.9667
6.03295,11.7172
75.6463,67.6169
73.7194,77.3461
51.1591,79.3894
40.0337,4.4774
53.8607,54.0459
10.024,91.2341
90.2899,55.1644
28.0973,17.4808
29.9729,82.503
17.1462,19.5903
43.0533,54.7093
52.9361,55.4192
71.5679,59.9317
21.5064,73.7218
17.3981,59.0371
83.4245,75.4794
89.2594,89.5495
56.1861,89.3923
38.699,93.3011
9.58266,8.46718
19.8273,38.6397
54.1781,53.0976
74.9892,6.29962
61.1351,60.4505
86.7733,23.438
5.91847,10.7237
86.484,89.5003
89.4752,72.1875
67.4305,82.1834
77.4728,91.2696
20.1629,87.6702
6.07237,39.3362
31.0576,91.9478
79.2979,88.7361
36.174,52.4732
92.3927,24.3286
76.7718,55.9628
84.0889,61.3277
83.7245,89.2871
18.2381,58.4945
42.6113,7.42457
25.8467,7.0581
92.4208,79.2596
35.9825,78.1321
80.7674,58.9376
67.5645,83.1744
9.20375,91.8061
81.2649,79.4215
87.2443,15.1451
30.5687,81.3239
40.5017,7.92268
14.5307,40.2942
92.4358,14.4202
10.5655,59.0658
14.5714,91.7935
17.1707,82.3683
76.8566,17.1408
80.2959,58.0557
91.9842,72.0249
73.334,27.1166
48.4624,15.1896
34.6275,85.8852
39.082,4.1704
5.57639,53.0665
40.8393,78.2778
93.0506,25.0816
66.6403,16.5135
63.5233,76.9633
75.0245,77.5704
73.5784,90.6843
8.2702,39.9426
3.63728,4.3155
5.09727,73.7564
32.0749,54.9708
89.6304,71.1996
80.102,14.5716
26.6598,68.7744
92.1616,23.3556
36.8477,55.0935
94.5541,9.7888
33.6372,68.1513
8.24906,92.1037
13.8911,12.1301
33.7311,17.1047
16.3774,41.1633
90.7996,54.3041
93.0298,80.0528
15.0826,36.8068
12.9346,87.3017
83.7699,90.2861
2.87366,9.63157
59.7166,57.8837
77.8683,65.3597
5.16453,74.7542
49.1944,82.2796
32.7274,59.8058
90.1018,70.3177
76.5743,7.96307
6.45896,70.7173
57.0463,3.82714
55.1888,73.9175
40.716,66.7139
60.3066,60.3255
15.5759,60.4673
72.7326,91.2179
27.863,73.3319
74.0934,5.85509
13.5231,18.6351
81.2674,53.9639
77.4301,77.3682
11.1772,55.4478
86.5806,18.1687
22.0015,81.4853
15.9666,61.3878
50.0511,76.055
87.8681,11.5109
87.4485,94.0559
45.8824,11.599
69.8315,18.3075
16.6536,81.5124
38.2621,3.5979
28.567,13.613
67.6963,67.8333
54.1304,91.7327
5.93719,75.389
74.7362,25.8289
5.35964,33.6815
49.9777,62.0912
52.9766,62.3731
9.60586,90.3257
5.56382,40.1973
72.7813,71.3768
10.3488,30.5904
8.38523,38.6363
43.2841,53.7363
62.4844,54.6077
77.4155,92.2679
86.1269,24.201
58.4981,72.5183
60.512,16.7236
9.4556,7.47528
44.5262,64.1024
70.2715,53.5669
90.1083,56.5138
78.3482,64.4823
30.523,90.3741
90.1578,89.9887
6.6802,1.31444
52.6799,91.8553
93.874,25.6491
90.803,79.9465
54.9259,16.3758
64.5023,64.4947
22.1276,10.6965
30.0775,92.1459
65.8879,80.4114
27.744,54.8118
38.3898,4.89214
16.6506,62.1173
93.3508,14.0168
57.1183,2.82974
15.863,88.522
51.9807,67.3411
81.3993,52.9727
92.9787,72.1297
21.6429,85.3899
67.3147,84.1427
52.6208,89.9016
93.9534,79.6695
81.5924,63.2816
58.5903,8.72997
15.3559,92.4136
14.6655,39.3033
60.9372,7.91767
53.4636,18.3826
7.37612,70.3187
6.73461,61.8854
36.9553,88.9604
10.7987,32.1642
62.3715,53.614
81.4448,82.8
70.8765,77.4966
36.4073,70.4007
34.6963,13.3009
28.7433,54.7729
11.0689,43.7951
93.7986,71.5572
88.7578,58.2676
15.8271,93.2956
22.0919,52.9579
74.6788,68.3663
25.431,4.85938
14.6311,5.28302
80.3471,53.5728
73.2557,5.30907
45.9974,3.78372
59.5334,56.9007
43.9985,54.436
29.6961,93.0703
3.42863,16.7863
17.8531,78.8967
73.4211,4.32284
10.2101,59.8517
48.5268,83.0241
28.2361,77.5786
76.1998,66.784
91.4025,53.5063
3.72039,69.2175
70.4866,11.5526
7.70778,14.1809
8.45473,67.2518
54.5163,64.9498
88.6673,70.9305
42.126,61.1627
20.9501,17.9221
93.8145,24.4363
92.1761,71.0434
90.8685,89.2851
16.6409,92.7145
58.8573,68.0008
79.9077,52.6745
88.8718,54.9424
11.6836,42.6409
16.0899,94.2605
11.5506,59.2376
55.2981,86.7369
15.6536,81.4998
4.96249,52.2771
29.8663,94.0557
72.7343,22.65
65.4583,64.2015
12.6419,86.3455
55.9664,70.8436
52.4916,92.8374
94.6559,26.2725
91.6147,88.6194
78.6825,12.0248
84.058,91.2437
75.2161,82.1145
26.3907,78.7729
31.8878,56.1155
74.5867,4.98521
71.7517,91.0233
22.0202,24.348
62.5931,76.5963
25.0677,59.8863
6.01083,74.2215
5.39613,76.2299
15.2845,94.8532
67.004,85.0932
7.8894,52.9301
81.9625,81.9445
91.0821,56.7412
37.3305,94.473
76.3957,9.65805
4.56658,54.5016
51.6687,72.3655
49.052,76.011
95.2764,9.09721
65.6376,59.0888
94.6482,71.0298
39.5025,7.96138
64.5488,6.00422
94.8866,79.31
52.8188,79.8607
62.1317,52.6432
67.4428,73.0236
95.0843,27.1761
4.84661,40.8941
7.63793,1.02677
49.6641,61.1417
23.6882,15.7555
18.006,20.101
85.6023,56.6664
29.0504,53.2415
31.5207,12.0963
7.24922,92.1219
19.3533,27.0102
16.0198,45.3558
71.5266,91.9976
73.6802,68.4177
31.0556,75.8951
11.7535,41.6434
76.8343,61.3535
1.24594,-0.0957267
77.9016,18.9295
17.6147,62.3831
16.0758,36.9231
50.0909,81.8366
39.7798,8.92216
24.5311,59.0425
4.13116,6.89214
36.9825,78.1324
75.4567,68.5988
54.8379,88.1263
9.41488,30.9479
46.727,11.0636
29.8682,52.646
90.9384,8.85286
2.92902,7.03888
41.8375,78.3371
53.3637,93.3266
56.8306,90.1569
8.86267,89.6566
24.2728,57.1795
48.7076,61.4335
29.5396,90.1926
10.6483,36.2616
23.5651,59.3011
44.9541,54.1415
86.2477,76.7593
6.36402,76.4813
84.2126,8.54599
23.2011,47.2192
32.1681,85.0483
66.1322,58.2197
43.2501,14.9351
18.7698,78.4192
86.1299,90.4355
8.78846,33.8643
39.6321,93.6607
8.60195,52.2285
71.5535,92.9973
59.0526,56.0238
91.4491,52.5074
93.1613,23.38
72.4019,24.5347
8.85966,39.1348
55.0395,2.98728
29.0886,92.2946
51.9761,93.6943
42.7249,78.7981
81.2698,16.6285
71.5001,93.9958
85.8165,62.7977
48.2566,76.6171
86.2607,19.1161
6.40615,92.6597
56.1639,86.2365
46.2167,12.5415
85.1666,76.4139
4.88422,34.5612
71.6529,64.5346
95.1473,28.1741
18.8652,77.4238
57.0036,91.1418
18.8781,28.7436
95.0672,8.11934
81.7929,77.8642
57.1215,85.9485
72.7366,17.4449
30.268,56.0777
95.1579,29.174
90.3588,69.3513
82.1378,59.8286
33.2679,77.7725
96.1576,29.1983
17.9775,17.368
7.26241,76.0421
12.8666,25.7673
4.86281,6.21046
30.0204,95.0437
47.2148,12.4803
74.0681,6.68901
25.7803,68.2985
66.2151,57.2232
