x,y
71.1187,74.7562
54.4598,80.4173
72.1128,74.6475
51.5821,81.8071
20.1001,68.8518
73.1442,26.2794
68.8723,81.5275
50.8577,82.4965
29.1302,67.8635
19.6273,69.733
19.1981,64.5654
72.9893,74.1662
49.3635,79.6519
49.9509,82.918
21.1536,28.8648
24.4216,71.715
51.4164,83.3259
69.7036,82.0834
69.2105,82.9534
9.98521,14.1019
18.8067,70.3045
41.4262,27.6109
68.2107,82.9684
7.65773,2.6439
70.5199,81.5057
48.2671,44.0927
71.4866,81.7615
18.7397,71.3023
18.4112,72.2468
39.8618,36.4796
49.8401,44.1718
18.8048,73.1661
49.0455,66.3228
8.20555,15.2318
18.2904,21.5784
73.8754,73.7026
